Sport,Gender,Event,Athlete,Medal,Team
Ice Hockey,M,Ice Hockey,Pavel Bure,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Valeri Bure,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Sergei Fedorov,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Alexei Zhamnov,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Andrey Kovalenko,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Igor Kravchuk,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Serguei Krivokrassov,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Guerman Titov,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Andrey Trefilov,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Alexei Yashin,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Dmitry Yushkevich,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Valeri Zelepoukine,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Aleksey Zhitnik,SILVER,Russia
,,,,,
Ice Hockey,M,Ice Hockey,Ville Peltonen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Kimmo Rintanen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Teemu Selaenne,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Ari Sulander,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Jukka Tammi,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Esa Tikkanen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Kimmo Timonen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Antti Toermaenen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Juha Ylonen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Jarmo Myllys,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Mika Nieminen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Janne Henrik Niinimaa,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Teppo Numminen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Janne Laukkanen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Jere Lehtinen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Juha Lind,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Jyrki Lumme,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Jari Kurri,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Sami Kapanen,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Saku Koivu,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Aki-Petteri Berg,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Tomas Groenman,BRONZE,Finland
,,,,,
Ice Hockey,M,Ice Hockey,Raimo Helminen,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Katie King,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Chris Bailey,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Laurie Baker,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Shelley Looney,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Sue Merz,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Allison Mleczko,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Tricia Dunn,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Cammi Granato,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Alana Blahoski,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Elizabeth Brown,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Karyn Bye,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Colleen Coyne,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Sara Decosta,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Angela Ruggiero,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Jennifer Schmidgall,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Tara Mounsey,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Victoria Movsessian,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Sarah Tueting,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Gretchen Ulion,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Sandra Whyte,GOLD,United States
,,,,,
Ice Hockey,F,Ice Hockey,Vicky Sunohara,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Katheryn McCormack,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Laura Schuler,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Fiona Smith,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Hayley Wickenheiser,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Stacy Wilson,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Danielle Goyette,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Judy Diduck,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Nancy Drolet,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Lori Dupuis,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Jennifer Botterill,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Therese Brisson,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Cassie Campbell,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Becky Kellar,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Geraldine Heaney,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Jayna Hefford,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Karen Nystrom,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Lesley Reddon,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Manon Rheaume,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,France Saint Louis,SILVER,Canada
,,,,,
Ice Hockey,F,Ice Hockey,Satu Huotari,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Marianne Ihalainen,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Johanna Ikonen,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Kirsi Haenninen,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Sari Fisk,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Sari Krooks,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Emma Laaksonen,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Marika Lehtimaeki,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Katja Lehto,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Petra Vaarakallio,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Maria Selin,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Liisa-Maria Sneck,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Paeivi Salo,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Marja-Helena Paelvilae,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Katja Riipi,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Tuula Puputti,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Sanna Lankosaari,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Hanna-Riikka Nieminen,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Karoliina Rantamaeki,BRONZE,Finland
,,,,,
Ice Hockey,F,Ice Hockey,Tiia-Riitta Reima,BRONZE,Finland
,,,,,
Luge,M,Singles,Georg Hackl,GOLD,Germany
,,,,,
Luge,M,Singles,Armin Zöggeler,SILVER,Italy
,,,,,
Luge,M,Singles,Jens Müller,BRONZE,Germany
,,,,,
Luge,F,Singles,Silke Kraushaar,GOLD,Germany
,,,,,
Luge,F,Singles,Barbara Niedernhuber,SILVER,Germany
,,,,,
Luge,F,Singles,Angelika Neuner,BRONZE,Austria
,,,,,
Luge,M,Doubles,Stefan Krauße,GOLD,Germany
,,,,,
Luge,M,Doubles,Jan Behrendt,GOLD,Germany
,,,,,
Luge,M,Doubles,Chris Thorpe,SILVER,United States
,,,,,
Luge,M,Doubles,Gordy Sheer,SILVER,United States
,,,,,
Luge,M,Doubles,Mark Grimmette,BRONZE,United States
,,,,,
Luge,M,Doubles,Brian Martin,BRONZE,United States
,,,,,
Nordic Combined,M,Individual (15km+Jump),Bjarte Engen Vik,GOLD,Norway
,,,,,
Nordic Combined,M,Individual (15km+Jump),Samppa Lajunen,SILVER,Finland
,,,,,
Nordic Combined,M,Individual (15km+Jump),Valerij Stoljarov,BRONZE,Russia
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Bjarte Engen Vik,GOLD,Norway
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Halldor Skard,GOLD,Norway
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Fred Børre Lundberg,GOLD,Norway
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Kenneth Bråten,GOLD,Norway
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Samppa Lajunen,SILVER,Finland
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Tapio Nurmela,SILVER,Finland
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Hannu Manninen,SILVER,Finland
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Jari Mantila,SILVER,Finland
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Nicolas Bal,BRONZE,France
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Sylvain Guillaume,BRONZE,France
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Fabrice Guy,BRONZE,France
,,,,,
Nordic Combined,M,Team (4x5km+Jump),Ludovic Roux,BRONZE,France
,,,,,
Short Track Speed Skating,M,500m Short Track,Takafumi Nishitani,GOLD,Japan
,,,,,
Short Track Speed Skating,M,500m Short Track,Yulong An,SILVER,China
,,,,,
Short Track Speed Skating,M,500m Short Track,Hitoshi Uematsu,BRONZE,Japan
,,,,,
Short Track Speed Skating,F,500m Short Track,Annie Perreault,GOLD,Canada
,,,,,
Short Track Speed Skating,F,500m Short Track,Yang (S) Yang,SILVER,China
,,,,,
Short Track Speed Skating,F,500m Short Track,Lee-Kyung Chun,BRONZE,South Korea
,,,,,
Short Track Speed Skating,M,1000m Short Track,Dong-Sung Kim,GOLD,South Korea
,,,,,
Short Track Speed Skating,M,1000m Short Track,Jiajun Li,SILVER,China
,,,,,
Short Track Speed Skating,M,1000m Short Track,Éric Bédard,BRONZE,Canada
,,,,,
Short Track Speed Skating,F,1000m Short Track,Lee-Kyung Chun,GOLD,South Korea
,,,,,
Short Track Speed Skating,F,1000m Short Track,Yang (S) Yang,SILVER,China
,,,,,
Short Track Speed Skating,F,1000m Short Track,Hye-Kyung Won,BRONZE,South Korea
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Hye-Kyung Won,GOLD,South Korea
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Lee-Kyung Chun,GOLD,South Korea
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Yoon-Mi Kim,GOLD,South Korea
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Sang-Me An,GOLD,South Korea
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Yang (S) Yang,SILVER,China
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Yang (A) Yang,SILVER,China
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Dandan Sun,SILVER,China
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Chunlu Wang,SILVER,China
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Annie Perreault,BRONZE,Canada
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Isabelle Charest,BRONZE,Canada
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Christine Boudrias,BRONZE,Canada
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Tania Vicent,BRONZE,Canada
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Éric Bédard,GOLD,Canada
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Derrick Campbell,GOLD,Canada
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Francois Drolet,GOLD,Canada
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Marc Gagnon,GOLD,Canada
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Dong-Sung Kim,SILVER,South Korea
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Ji-Hoon Chae,SILVER,South Korea
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Ho-Eung Lee,SILVER,South Korea
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Jun-Hwan Lee,SILVER,South Korea
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Jiajun Li,BRONZE,China
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Yulong An,BRONZE,China
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Kai Feng,BRONZE,China
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Ye Yuan,BRONZE,China
,,,,,
Ski Jumping,M,Normal Hill,Jani Soininen,GOLD,Finland
,,,,,
Ski Jumping,M,Normal Hill,Kazuyoshi Funaki,SILVER,Japan
,,,,,
Ski Jumping,M,Normal Hill,Andreas Widhölzl,BRONZE,Austria
,,,,,
Ski Jumping,M,Large Hill,Kazuyoshi Funaki,GOLD,Japan
,,,,,
Ski Jumping,M,Large Hill,Jani Soininen,SILVER,Finland
,,,,,
Ski Jumping,M,Large Hill,Masahiko Harada,BRONZE,Japan
,,,,,
Ski Jumping,M,Team,Masahiko Harada,GOLD,Japan
,,,,,
Ski Jumping,M,Team,Kazuyoshi Funaki,GOLD,Japan
,,,,,
Ski Jumping,M,Team,Takanobu Okabe,GOLD,Japan
,,,,,
Ski Jumping,M,Team,Hiroya Saito,GOLD,Japan
,,,,,
Ski Jumping,M,Team,Dieter Thoma,SILVER,Germany
,,,,,
Ski Jumping,M,Team,Martin Schmitt,SILVER,Germany
,,,,,
Ski Jumping,M,Team,Sven Hannawald,SILVER,Germany
,,,,,
Ski Jumping,M,Team,Hansjörg Jäkle,SILVER,Germany
,,,,,
Ski Jumping,M,Team,Andreas Widhölzl,BRONZE,Austria
,,,,,
Ski Jumping,M,Team,Reinhard Schwarzenberger,BRONZE,Austria
,,,,,
Ski Jumping,M,Team,Martin Höllwarth,BRONZE,Austria
,,,,,
Ski Jumping,M,Team,Stefan Horngacher,BRONZE,Austria
,,,,,
Snowboarding,M,Halfpipe,Gian Simmen,GOLD,Switzerland
,,,,,
Snowboarding,M,Halfpipe,Daniel Franck,SILVER,Norway
,,,,,
Snowboarding,M,Halfpipe,Ross Powers,BRONZE,United States
,,,,,
Snowboarding,F,Halfpipe,Nicola Thost,GOLD,Germany
,,,,,
Snowboarding,F,Halfpipe,Stine Brun Kjeldaas,SILVER,Norway
,,,,,
Snowboarding,F,Halfpipe,Shannon Dunn,BRONZE,United States
,,,,,
Snowboarding,M,Parallel Giant Slalom,Ross Rebagliati,GOLD,Canada
,,,,,
Snowboarding,M,Parallel Giant Slalom,Thomas Prugger,SILVER,Italy
,,,,,
Snowboarding,M,Parallel Giant Slalom,Ueli Kestenholz,BRONZE,Switzerland
,,,,,
Snowboarding,F,Parallel Giant Slalom,Karine Ruby,GOLD,France
,,,,,
Snowboarding,F,Parallel Giant Slalom,Heidi Renoth,SILVER,Germany
,,,,,
Snowboarding,F,Parallel Giant Slalom,Brigitte Köck,BRONZE,Austria
,,,,,
Speed Skating,M,500m,Hiroyasu Shimizu,GOLD,Japan
,,,,,
Speed Skating,M,500m,Jeremy Wotherspoon,SILVER,Canada
,,,,,
Speed Skating,M,500m,Kevin Overland,BRONZE,Canada
,,,,,
Speed Skating,F,500m,Catriona Lemay-Doan,GOLD,Canada
,,,,,
Speed Skating,F,500m,Susan Auch,SILVER,Canada
,,,,,
Speed Skating,F,500m,Tomomi Okazaki,BRONZE,Japan
,,,,,
Speed Skating,M,1000m,Ids Postma,GOLD,Netherlands
,,,,,
Speed Skating,M,1000m,Jan Bos,SILVER,Netherlands
,,,,,
Speed Skating,M,1000m,Hiroyasu Shimizu,BRONZE,Japan
,,,,,
Speed Skating,F,1000m,Marianne Timmer,GOLD,Netherlands
,,,,,
Speed Skating,F,1000m,Christine Witty,SILVER,United States
,,,,,
Speed Skating,F,1000m,Catriona Lemay-Doan,BRONZE,Canada
,,,,,
Speed Skating,M,1500m,Ådne Søndrål,GOLD,Norway
,,,,,
Speed Skating,M,1500m,Ids Postma,SILVER,Netherlands
,,,,,
Speed Skating,M,1500m,Rintje Ritsma,BRONZE,Netherlands
,,,,,
Speed Skating,F,1500m,Marianne Timmer,GOLD,Netherlands
,,,,,
Speed Skating,F,1500m,Gunda Niemann,SILVER,Germany
,,,,,
Speed Skating,F,1500m,Christine Witty,BRONZE,United States
,,,,,
Speed Skating,F,3000m,Gunda Niemann,GOLD,Germany
,,,,,
Speed Skating,F,3000m,Claudia Pechstein,SILVER,Germany
,,,,,
Speed Skating,F,3000m,Anna Friesinger,BRONZE,Germany
,,,,,
Speed Skating,M,5000m,Gianni Romme,GOLD,Netherlands
,,,,,
Speed Skating,M,5000m,Rintje Ritsma,SILVER,Netherlands
,,,,,
Speed Skating,M,5000m,Bart Veldkamp,BRONZE,Belgium
,,,,,
Speed Skating,F,5000m,Claudia Pechstein,GOLD,Germany
,,,,,
Speed Skating,F,5000m,Gunda Niemann,SILVER,Germany
,,,,,
Speed Skating,F,5000m,Lyudmila Prokasheva,BRONZE,Kazakhstan
,,,,,
Speed Skating,M,10000m,Gianni Romme,GOLD,Netherlands
,,,,,
Speed Skating,M,10000m,Bob de Jong,SILVER,Netherlands
,,,,,
Speed Skating,M,10000m,Rintje Ritsma,BRONZE,Netherlands
,,,,,
Archery,M,Individual,Simon Fairweather,GOLD,Australia
,,,,,
Archery,M,Individual,Victor Wunderle,SILVER,United States
,,,,,
Archery,M,Individual,Wietse van Alten,BRONZE,Netherlands
,,,,,
Archery,F,Individual,Mi-Jin Jun,GOLD,South Korea
,,,,,
Archery,F,Individual,Nam-Soon Kim,SILVER,South Korea
,,,,,
Archery,F,Individual,Soo-Nyung Kim,BRONZE,South Korea
,,,,,
Archery,M,Team,Chung-Tae Kim,GOLD,South Korea
,,,,,
Archery,M,Team,Yong-Ho Jang,GOLD,South Korea
,,,,,
Archery,M,Team,Kyo-Moon Oh,GOLD,South Korea
,,,,,
Archery,M,Team,Matteo Bisiani,SILVER,Italy
,,,,,
Archery,M,Team,Ilario di Buo,SILVER,Italy
,,,,,
Archery,M,Team,Michele Frangilli,SILVER,Italy
,,,,,
Archery,M,Team,Victor Wunderle,BRONZE,United States
,,,,,
Archery,M,Team,Rod White,BRONZE,United States
,,,,,
Archery,M,Team,Richard Johnson,BRONZE,United States
,,,,,
Archery,F,Team,Nam-Soon Kim,GOLD,South Korea
,,,,,
Archery,F,Team,Mi-Jin Jun,GOLD,South Korea
,,,,,
Archery,F,Team,Soo-Nyung Kim,GOLD,South Korea
,,,,,
Archery,F,Team,Nataliya Burdeyna,SILVER,Ukraine
,,,,,
Archery,F,Team,Kateryna Serdyuk,SILVER,Ukraine
,,,,,
Archery,F,Team,Olena Sadovnycha,SILVER,Ukraine
,,,,,
Archery,F,Team,Barbara Mensing,BRONZE,Germany
,,,,,
Archery,F,Team,Cornelia Pfohl,BRONZE,Germany
,,,,,
Archery,F,Team,Sandra Wagner-Sachse,BRONZE,Germany
,,,,,
Athletics,M,100m,Maurice Greene,GOLD,United States
,,,,,
Athletics,M,100m,Ato Boldon,SILVER,Trinidad & Tobago
,,,,,
Athletics,M,100m,Obadele Thompson,BRONZE,Barbados
,,,,,
Athletics,F,100m,Ekaterini Thanou,SILVER,Greece
,,,,,
Athletics,F,100m,Tanya Lawrence,SILVER,Jamaica
,,,,,
Athletics,F,100m,Merlene Ottey-Page,BRONZE,Jamaica
,,,,,
Athletics,M,200m,Konstantinos Kenteris,GOLD,Greece
,,,,,
Athletics,M,200m,Darren Campbell,SILVER,Great Britain
,,,,,
Athletics,M,200m,Ato Boldon,BRONZE,Trinidad & Tobago
,,,,,
Athletics,F,200m,Pauline Davis-Thompson,GOLD,Bahamas
,,,,,
Athletics,F,200m,Susanthika Jayasinghe,SILVER,Sri Lanka
,,,,,
Athletics,F,200m,Beverly McDonald,BRONZE,Jamaica
,,,,,
Athletics,M,400m,Michael Johnson,GOLD,United States
,,,,,
Athletics,M,400m,Alvin Harrison,SILVER,United States
,,,,,
Athletics,M,400m,Greg Haughton,BRONZE,Jamaica
,,,,,
Athletics,F,400m,Cathy Freeman,GOLD,Australia
,,,,,
Athletics,F,400m,Lorraine Graham,SILVER,Jamaica
,,,,,
Athletics,F,400m,Katharine Merry,BRONZE,Great Britain
,,,,,
Athletics,M,800m,Nils Schumann,GOLD,Germany
,,,,,
Athletics,M,800m,Wilson Kipketer,SILVER,Denmark
,,,,,
Athletics,M,800m,Aissa Djabir Said-Guerni,BRONZE,Algeria
,,,,,
Athletics,F,800m,Maria Mutola,GOLD,Mozambique
,,,,,
Athletics,F,800m,Stephanie Graf,SILVER,Austria
,,,,,
Athletics,F,800m,Kelly Holmes,BRONZE,Great Britain
,,,,,
Athletics,M,1500m,Noah Ngeny,GOLD,Kenya
,,,,,
Athletics,M,1500m,Hicham el Guerrouj,SILVER,Morocco
,,,,,
Athletics,M,1500m,Bernard Lagat,BRONZE,Kenya
,,,,,
Athletics,F,1500m,Nouria Merah-Benida,GOLD,Algeria
,,,,,
Athletics,F,1500m,Violeta Szekely,SILVER,Romania
,,,,,
Athletics,F,1500m,Gabriela Szabo,BRONZE,Romania
,,,,,
Athletics,M,5000m,Millon Wolde,GOLD,Ethiopia
,,,,,
Athletics,M,5000m,Ali Saidi-Sief,SILVER,Algeria
,,,,,
Athletics,M,5000m,Brahim Lahlafi,BRONZE,Morocco
,,,,,
Athletics,F,5000m,Gabriela Szabo,GOLD,Romania
,,,,,
Athletics,F,5000m,Sonia O'Sullivan,SILVER,Ireland
,,,,,
Athletics,F,5000m,Gete Wami,BRONZE,Ethiopia
,,,,,
Athletics,M,10000m,Haile Gebrselassie,GOLD,Ethiopia
,,,,,
Athletics,M,10000m,Paul Tergat,SILVER,Kenya
,,,,,
Athletics,M,10000m,Assefa Mezgebu,BRONZE,Ethiopia
,,,,,
Athletics,F,10000m,Derartu Tulu,GOLD,Ethiopia
,,,,,
Athletics,F,10000m,Gete Wami,SILVER,Ethiopia
,,,,,
Athletics,F,10000m,Fernanda Ribeiro,BRONZE,Portugal
,,,,,
Athletics,M,Marathon,Gezahgne Abera,GOLD,Ethiopia
,,,,,
Athletics,M,Marathon,Erick Wainaina,SILVER,Kenya
,,,,,
Athletics,M,Marathon,Tesfaye Tola,BRONZE,Ethiopia
,,,,,
Athletics,F,Marathon,Naoko Takahashi,GOLD,Japan
,,,,,
Athletics,F,Marathon,Lidia Simon,SILVER,Romania
,,,,,
Athletics,F,Marathon,Joyce Chepchumba,BRONZE,Kenya
,,,,,
Athletics,F,100m Hurdles,Olga Shishigina,GOLD,Kazakhstan
,,,,,
Athletics,F,100m Hurdles,Glory Alozie,SILVER,Nigeria
,,,,,
Athletics,F,100m Hurdles,Melissa Morrison,BRONZE,United States
,,,,,
Athletics,M,110m Hurdles,Anier Garcia,GOLD,Cuba
,,,,,
Athletics,M,110m Hurdles,Terrence Trammell,SILVER,United States
,,,,,
Athletics,M,110m Hurdles,Mark Crear,BRONZE,United States
,,,,,
Athletics,M,400m Hurdles,Angelo Taylor,GOLD,United States
,,,,,
Athletics,M,400m Hurdles,Hadi Souan Somayli,SILVER,Saudi Arabia
,,,,,
Athletics,M,400m Hurdles,Llewellyn Herbert,BRONZE,South Africa
,,,,,
Athletics,F,400m Hurdles,Irina Privalova,GOLD,Russia
,,,,,
Athletics,F,400m Hurdles,Deon Hemmings,SILVER,Jamaica
,,,,,
Athletics,F,400m Hurdles,Nouzha Bidouane,BRONZE,Morocco
,,,,,
Athletics,M,3000m Steeplechase,Reuben Kosgei,GOLD,Kenya
,,,,,
Athletics,M,3000m Steeplechase,Wilson Boit Kipketer,SILVER,Kenya
,,,,,
Athletics,M,3000m Steeplechase,Ali Ezzine,BRONZE,Morocco
,,,,,
Athletics,M,4x100m Relay,Bernard Williams III,GOLD,United States
,,,,,
Athletics,M,4x100m Relay,Jon Drummond,GOLD,United States
,,,,,
Athletics,M,4x100m Relay,Maurice Greene,GOLD,United States
,,,,,
Athletics,M,4x100m Relay,Brian Lewis,GOLD,United States
,,,,,
Athletics,M,4x100m Relay,Tim Montgomery,GOLD,United States
,,,,,
Athletics,M,4x100m Relay,Kenneth Brokenburr,GOLD,United States
,,,,,
Athletics,M,4x100m Relay,Claudinei da Silva,SILVER,Brazil
,,,,,
Athletics,M,4x100m Relay,Vicente Lima,SILVER,Brazil
,,,,,
Athletics,M,4x100m Relay,Edson Ribeiro,SILVER,Brazil
,,,,,
Athletics,M,4x100m Relay,André Silva,SILVER,Brazil
,,,,,
Athletics,M,4x100m Relay,Claudio Souza,SILVER,Brazil
,,,,,
Athletics,M,4x100m Relay,Ivan Garcia,BRONZE,Cuba
,,,,,
Athletics,M,4x100m Relay,Jose Angel Cesar,BRONZE,Cuba
,,,,,
Athletics,M,4x100m Relay,Freddy Mayola,BRONZE,Cuba
,,,,,
Athletics,M,4x100m Relay,Luis Alberto Perez,BRONZE,Cuba
,,,,,
Athletics,F,4x100m Relay,Debbie Ferguson,GOLD,Bahamas
,,,,,
Athletics,F,4x100m Relay,Sevatheda Fynes,GOLD,Bahamas
,,,,,
Athletics,F,4x100m Relay,Chandra Sturrup,GOLD,Bahamas
,,,,,
Athletics,F,4x100m Relay,Pauline Davis-Thompson,GOLD,Bahamas
,,,,,
Athletics,F,4x100m Relay,Eldece Lewis,GOLD,Bahamas
,,,,,
Athletics,F,4x100m Relay,Veronica Campbell,SILVER,Jamaica
,,,,,
Athletics,F,4x100m Relay,Tanya Lawrence,SILVER,Jamaica
,,,,,
Athletics,F,4x100m Relay,Beverly McDonald,SILVER,Jamaica
,,,,,
Athletics,F,4x100m Relay,Merlene Ottey-Page,SILVER,Jamaica
,,,,,
Athletics,F,4x100m Relay,Meriene Frazer,SILVER,Jamaica
,,,,,
Athletics,F,4x100m Relay,Marion Jones,BRONZE,United States
,,,,,
Athletics,F,4x100m Relay,Chryste Gaines,BRONZE,United States
,,,,,
Athletics,F,4x100m Relay,Torri Edwards,BRONZE,United States
,,,,,
Athletics,F,4x100m Relay,Nanceen Perry,BRONZE,United States
,,,,,
Athletics,F,4x100m Relay,Passion Richardson,BRONZE,United States
,,,,,
Athletics,M,4x400m Relay,Sunday Bada,GOLD,Nigeria
,,,,,
Athletics,M,4x400m Relay,Clement Chukwu,GOLD,Nigeria
,,,,,
Athletics,M,4x400m Relay,Jude Monye,GOLD,Nigeria
,,,,,
Athletics,M,4x400m Relay,Enefiok Udo-Obong,GOLD,Nigeria
,,,,,
